listing_id,date,available,price
198958.0,2023/12/14,t,$190.00 
198958.0,2023/12/15,t,$190.00 
198958.0,2023/12/16,t,$190.00 
198958.0,2023/12/17,t,$190.00 
198958.0,2023/12/18,t,$190.00 
